US,1060653351152.9567
Russia,10841484337.303555
Brazil,9817549995.787432
Peru,6967908845.891397
Colombia,6661216507.493369
Spain,5766248104.55765
Chile,4348630603.079557
Italy,3359896738.024035
Ukraine,3171402317.956313
India,3116930511.6612844
